Date,Time,Latitude,Longitude,Channel,RSSI,Adjusted Value,Antenna Gain,Cable Loss
07/02/2024,23:29:49:696,40.000274,-79.999926,490862500,-78.94,-78.94,0,0
07/02/2024,23:29:49:701,40.000274,-79.999924,490862500,-85.92,-85.92,0,0
07/02/2024,23:29:49:702,40.000274,-79.999921,490862500,-84.4,-84.4,0,0
07/02/2024,23:29:52:286,40.000273,-79.999856,1,-84.75,-84.75,0,0,
07/02/2024,23:29:52:389,40.000273,-79.999854,1,-85.09,-85.09,0,0,
07/02/2024,23:29:52:509,40.000273,-79.999852,1,-80.33,-80.33,0,0,
07/02/2024,23:29:52:634,40.000273,-79.999849,1,-76.42,-76.42,0,0,
07/02/2024,23:29:52:762,40.000273,-79.999847,1,-78.55,-78.55,0,0,
07/02/2024,23:29:52:878,40.000273,-79.999844,1,-79.06,-79.06,0,0,
07/02/2024,23:29:53:001,40.000273,-79.999842,1,-87.34,-87.34,0,0,
07/02/2024,23:29:53:134,40.000273,-79.999839,1,-82.66,-82.66,0,0,
07/02/2024,23:29:53:248,40.000273,-79.999837,1,-82.85,-82.85,0,0,
07/02/2024,23:29:53:372,40.000273,-79.999835,1,-98.54,-98.54,0,0,
07/02/2024,23:29:53:496,40.000273,-79.999832,1,-91.2,-91.2,0,0,
07/02/2024,23:29:53:616,40.000273,-79.999830,1,-87.82,-87.82,0,0,
07/02/2024,23:29:53:739,40.000273,-79.999827,1,-80.61,-80.61,0,0,
07/02/2024,23:29:53:875,40.000273,-79.999825,1,-81.16,-81.16,0,0,
07/02/2024,23:29:53:979,40.000273,-79.999823,1,-84.48,-84.48,0,0,
07/02/2024,23:29:54:099,40.000273,-79.999820,1,-86.3,-86.3,0,0,
07/02/2024,23:29:54:222,40.000273,-79.999818,1,-86.93,-86.93,0,0,
07/02/2024,23:29:54:344,40.000273,-79.999815,1,-95.92,-95.92,0,0,
07/02/2024,23:29:54:471,40.000273,-79.999813,1,-84.03,-84.03,0,0,
07/02/2024,23:29:54:594,40.000273,-79.999811,1,-82.67,-82.67,0,0,
07/02/2024,23:29:54:714,40.000273,-79.999808,1,-100.17,-100.17,0,0,
07/02/2024,23:29:54:834,40.000273,-79.999806,1,-84.58,-84.58,0,0,
07/02/2024,23:29:55:216,40.000273,-79.999803,1,-82.68,-82.68,0,0,
07/02/2024,23:29:55:237,40.000273,-79.999801,1,-82.2,-82.2,0,0,
07/02/2024,23:29:55:261,40.000273,-79.999799,1,-80.36,-80.36,0,0,
07/02/2024,23:29:55:345,40.000273,-79.999796,1,-87.37,-87.37,0,0,
07/02/2024,23:29:55:446,40.000273,-79.999794,1,-76.55,-76.55,0,0,
07/02/2024,23:29:55:573,40.000273,-79.999791,1,-81.41,-81.41,0,0,
07/02/2024,23:29:55:694,40.000273,-79.999789,1,-80.94,-80.94,0,0,
07/02/2024,23:29:55:814,40.000273,-79.999786,1,-80.93,-80.93,0,0,
07/02/2024,23:29:55:962,40.000273,-79.999784,1,-81.81,-81.81,0,0,
07/02/2024,23:29:56:086,40.000273,-79.999782,1,-81.72,-81.72,0,0,
07/02/2024,23:29:56:183,40.000273,-79.999779,1,-82.87,-82.87,0,0,
07/02/2024,23:29:56:307,40.000273,-79.999777,1,-85.27,-85.27,0,0,
07/02/2024,23:29:56:426,40.000273,-79.999774,1,-91.77,-91.77,0,0,
07/02/2024,23:29:56:548,40.000273,-79.999772,1,-84.74,-84.74,0,0,
07/02/2024,23:29:56:678,40.000273,-79.999770,1,-93.54,-93.54,0,0,
07/02/2024,23:29:56:812,40.000273,-79.999767,1,-88.8,-88.8,0,0,
07/02/2024,23:29:56:916,40.000273,-79.999765,1,-97.52,-97.52,0,0,
07/02/2024,23:29:57:040,40.000273,-79.999762,1,-82.75,-82.75,0,0,
07/02/2024,23:29:57:165,40.000273,-79.999760,1,-89.63,-89.63,0,0,
07/02/2024,23:29:57:284,40.000273,-79.999758,1,-87.46,-87.46,0,0,
07/02/2024,23:29:57:412,40.000273,-79.999755,1,-103.41,-103.41,0,0,
07/02/2024,23:29:57:527,40.000273,-79.999753,1,-90.04,-90.04,0,0,
07/02/2024,23:29:57:656,40.000273,-79.999750,1,-107.12,-107.12,0,0,
07/02/2024,23:29:57:780,40.000273,-79.999748,1,-93.11,-93.11,0,0,
07/02/2024,23:29:57:904,40.000273,-79.999746,1,-91.11,-91.11,0,0,
07/02/2024,23:29:58:044,40.000273,-79.999743,1,-87.87,-87.87,0,0,
07/02/2024,23:29:58:164,40.000273,-79.999741,1,-100.84,-100.84,0,0,
07/02/2024,23:29:58:292,40.000273,-79.999738,1,-91.99,-91.99,0,0,
07/02/2024,23:29:58:391,40.000273,-79.999736,1,-91.6,-91.6,0,0,
07/02/2024,23:29:58:514,40.000273,-79.999734,1,-97.38,-97.38,0,0,
07/02/2024,23:29:58:636,40.000273,-79.999731,1,-96.07,-96.07,0,0,
07/02/2024,23:29:58:752,40.000272,-79.999729,1,-99.48,-99.48,0,0,
07/02/2024,23:29:58:880,40.000272,-79.999726,1,-96.33,-96.33,0,0,
07/02/2024,23:29:58:998,40.000272,-79.999724,1,-106.02,-106.02,0,0,
07/02/2024,23:29:59:125,40.000272,-79.999721,1,-101.16,-101.16,0,0,
07/02/2024,23:29:59:246,40.000272,-79.999719,1,-107.79,-107.79,0,0,
07/02/2024,23:29:59:366,40.000272,-79.999717,1,-107.19,-107.19,0,0,
07/02/2024,23:29:59:487,40.000272,-79.999714,1,-108.15,-108.15,0,0,
07/02/2024,23:29:59:617,40.000272,-79.999712,1,-101.11,-101.11,0,0,
07/02/2024,23:29:59:734,40.000272,-79.999709,1,-103.24,-103.24,0,0,
07/02/2024,23:29:59:877,40.000272,-79.999707,1,-108.14,-108.14,0,0,
07/02/2024,23:30:00:011,40.000272,-79.999705,1,-97.21,-97.21,0,0,
07/02/2024,23:30:00:099,40.000272,-79.999702,1,-104.66,-104.66,0,0,
07/02/2024,23:30:00:225,40.000272,-79.999700,1,-103.11,-103.11,0,0,
07/02/2024,23:30:00:507,40.000272,-79.999697,1,-97.52,-97.52,0,0,
07/02/2024,23:30:00:525,40.000272,-79.999695,1,-101.26,-101.26,0,0,
07/02/2024,23:30:00:590,40.000272,-79.999693,1,-104.38,-104.38,0,0,
07/02/2024,23:30:00:714,40.000272,-79.999690,1,-104.77,-104.77,0,0,
07/02/2024,23:30:00:842,40.000272,-79.999688,1,-94,-94,0,0,
07/02/2024,23:30:00:959,40.000272,-79.999685,1,-101.1,-101.1,0,0,
07/02/2024,23:30:01:085,40.000272,-79.999683,1,-100.81,-100.81,0,0,
07/02/2024,23:30:01:221,40.000272,-79.999681,1,-109.75,-109.75,0,0,
07/02/2024,23:30:01:326,40.000272,-79.999678,1,-107.59,-107.59,0,0,
07/02/2024,23:30:01:450,40.000272,-79.999676,1,-108.33,-108.33,0,0,
07/02/2024,23:30:01:570,40.000272,-79.999673,1,-109.54,-109.54,0,0,
07/02/2024,23:30:01:695,40.000272,-79.999671,1,-102.9,-102.9,0,0,
07/02/2024,23:30:01:845,40.000272,-79.999668,1,-99.69,-99.69,0,0,
07/02/2024,23:30:01:970,40.000272,-79.999666,1,-102.52,-102.52,0,0,
07/02/2024,23:30:02:063,40.000272,-79.999664,1,-93.12,-93.12,0,0,
07/02/2024,23:30:02:192,40.000272,-79.999661,1,-96.24,-96.24,0,0,
07/02/2024,23:30:02:307,40.000272,-79.999659,1,-93.82,-93.82,0,0,
07/02/2024,23:30:02:433,40.000272,-79.999656,1,-96.69,-96.69,0,0,
07/02/2024,23:30:02:554,40.000272,-79.999654,1,-117.82,-117.82,0,0,
07/02/2024,23:30:02:675,40.000272,-79.999652,1,-102.44,-102.44,0,0,
07/02/2024,23:30:02:797,40.000272,-79.999649,1,-95.23,-95.23,0,0,
07/02/2024,23:30:02:918,40.000272,-79.999647,1,-93.53,-93.53,0,0,
07/02/2024,23:30:03:046,40.000272,-79.999644,1,-100.84,-100.84,0,0,
07/02/2024,23:30:03:169,40.000272,-79.999642,1,-99.88,-99.88,0,0,
07/02/2024,23:30:03:291,40.000272,-79.999640,1,-95.75,-95.75,0,0,
07/02/2024,23:30:03:407,40.000272,-79.999637,1,-108.09,-108.09,0,0,
07/02/2024,23:30:03:572,40.000272,-79.999635,1,-101.48,-101.48,0,0,
07/02/2024,23:30:03:657,40.000272,-79.999632,1,-98.31,-98.31,0,0,
07/02/2024,23:30:03:780,40.000272,-79.999630,1,-105.53,-105.53,0,0,
07/02/2024,23:30:03:906,40.000272,-79.999628,1,-93.4,-93.4,0,0,
07/02/2024,23:30:04:018,40.000272,-79.999625,1,-99.5,-99.5,0,0,
07/02/2024,23:30:04:166,40.000272,-79.999623,1,-102.46,-102.46,0,0,
07/02/2024,23:30:04:266,40.000272,-79.999620,1,-104.35,-104.35,0,0,
07/02/2024,23:30:04:393,40.000272,-79.999618,1,-93.92,-93.92,0,0,
07/02/2024,23:30:04:521,40.000272,-79.999615,1,-96.93,-96.93,0,0,
07/02/2024,23:30:04:640,40.000272,-79.999613,1,-95.26,-95.26,0,0,
07/02/2024,23:30:04:756,40.000272,-79.999611,1,-103.01,-103.01,0,0,
07/02/2024,23:30:04:877,40.000272,-79.999608,1,-99.01,-99.01,0,0,
07/02/2024,23:30:05:002,40.000272,-79.999606,1,-99.3,-99.3,0,0,
07/02/2024,23:30:05:132,40.000272,-79.999603,1,-97.64,-97.64,0,0,
07/02/2024,23:30:05:249,40.000272,-79.999601,1,-97.01,-97.01,0,0,
07/02/2024,23:30:05:398,40.000272,-79.999599,1,-107.03,-107.03,0,0,
07/02/2024,23:30:05:495,40.000272,-79.999596,1,-108.08,-108.08,0,0,
07/02/2024,23:30:05:813,40.000272,-79.999594,1,-99.87,-99.87,0,0,
07/02/2024,23:30:05:835,40.000272,-79.999591,1,-102.48,-102.48,0,0,
07/02/2024,23:30:05:856,40.000272,-79.999589,1,-99.51,-99.51,0,0,
07/02/2024,23:30:05:989,40.000271,-79.999587,1,-91.57,-91.57,0,0,
07/02/2024,23:30:06:100,40.000271,-79.999584,1,-96.53,-96.53,0,0,
07/02/2024,23:30:06:224,40.000271,-79.999582,1,-94.14,-94.14,0,0,
07/02/2024,23:30:06:351,40.000271,-79.999579,1,-99.02,-99.02,0,0,
07/02/2024,23:30:06:471,40.000271,-79.999577,1,-106.07,-106.07,0,0,
07/02/2024,23:30:06:594,40.000271,-79.999575,1,-90.98,-90.98,0,0,
07/02/2024,23:30:06:714,40.000271,-79.999572,1,-89.49,-89.49,0,0,
07/02/2024,23:30:06:838,40.000271,-79.999570,1,-91.66,-91.66,0,0,
07/02/2024,23:30:06:966,40.000271,-79.999567,1,-89.23,-89.23,0,0,
07/02/2024,23:30:07:079,40.000271,-79.999565,1,-86.53,-86.53,0,0,
07/02/2024,23:30:07:209,40.000271,-79.999562,1,-91.96,-91.96,0,0,
07/02/2024,23:30:07:329,40.000271,-79.999560,1,-85.16,-85.16,0,0,
07/02/2024,23:30:07:457,40.000271,-79.999558,1,-85.44,-85.44,0,0,
07/02/2024,23:30:07:574,40.000271,-79.999555,1,-87.11,-87.11,0,0,
07/02/2024,23:30:07:693,40.000271,-79.999553,1,-86.16,-86.16,0,0,
07/02/2024,23:30:07:819,40.000271,-79.999550,1,-86.32,-86.32,0,0,
07/02/2024,23:30:07:938,40.000271,-79.999548,1,-93.96,-93.96,0,0,
07/02/2024,23:30:08:061,40.000271,-79.999546,1,-92.3,-92.3,0,0,
07/02/2024,23:30:08:187,40.000271,-79.999543,1,-100.76,-100.76,0,0,
07/02/2024,23:30:08:310,40.000271,-79.999541,1,-101.38,-101.38,0,0,
07/02/2024,23:30:08:430,40.000271,-79.999538,1,-97.8,-97.8,0,0,
07/02/2024,23:30:08:565,40.000271,-79.999536,1,-101.58,-101.58,0,0,
07/02/2024,23:30:08:670,40.000271,-79.999534,1,-103.32,-103.32,0,0,
07/02/2024,23:30:08:799,40.000271,-79.999531,1,-96.6,-96.6,0,0,
07/02/2024,23:30:08:920,40.000271,-79.999529,1,-100.71,-100.71,0,0,
07/02/2024,23:30:09:075,40.000271,-79.999526,1,-98.9,-98.9,0,0,
07/02/2024,23:30:09:214,40.000271,-79.999524,1,-90.65,-90.65,0,0,
07/02/2024,23:30:09:296,40.000271,-79.999522,1,-96.86,-96.86,0,0,
07/02/2024,23:30:09:408,40.000271,-79.999519,1,-99.35,-99.35,0,0,
07/02/2024,23:30:09:533,40.000271,-79.999517,1,-96.7,-96.7,0,0,
07/02/2024,23:30:09:654,40.000271,-79.999514,1,-88.23,-88.23,0,0,
07/02/2024,23:30:09:776,40.000271,-79.999512,1,-95.78,-95.78,0,0,
07/02/2024,23:30:09:900,40.000271,-79.999509,1,-90.99,-90.99,0,0,
07/02/2024,23:30:10:020,40.000271,-79.999507,1,-99.01,-99.01,0,0,
07/02/2024,23:30:10:147,40.000271,-79.999505,1,-93.91,-93.91,0,0,
07/02/2024,23:30:10:268,40.000271,-79.999502,1,-92.25,-92.25,0,0,
07/02/2024,23:30:10:390,40.000271,-79.999500,1,-100.98,-100.98,0,0,
07/02/2024,23:30:10:510,40.000271,-79.999497,1,-93.99,-93.99,0,0,
07/02/2024,23:30:10:631,40.000271,-79.999495,1,-96.63,-96.63,0,0,
07/02/2024,23:30:10:774,40.000271,-79.999493,1,-95.7,-95.7,0,0,
07/02/2024,23:30:11:083,40.000271,-79.999490,1,-91.26,-91.26,0,0,
07/02/2024,23:30:11:119,40.000271,-79.999488,1,-95.9,-95.9,0,0,
07/02/2024,23:30:11:172,40.000271,-79.999485,1,-100.58,-100.58,0,0,
07/02/2024,23:30:11:245,40.000271,-79.999483,1,-91.4,-91.4,0,0,
07/02/2024,23:30:11:377,40.000271,-79.999481,1,-96.67,-96.67,0,0,
07/02/2024,23:30:11:498,40.000271,-79.999478,1,-92.54,-92.54,0,0,
07/02/2024,23:30:11:615,40.000271,-79.999476,1,-92.24,-92.24,0,0,
07/02/2024,23:30:11:737,40.000271,-79.999473,1,-89.65,-89.65,0,0,
07/02/2024,23:30:11:861,40.000271,-79.999471,1,-89.84,-89.84,0,0,
07/02/2024,23:30:11:982,40.000271,-79.999469,1,-89.37,-89.37,0,0,
07/02/2024,23:30:12:103,40.000271,-79.999466,1,-97.36,-97.36,0,0,
07/02/2024,23:30:12:237,40.000271,-79.999464,1,-90.62,-90.62,0,0,
07/02/2024,23:30:12:352,40.000271,-79.999461,1,-87.27,-87.27,0,0,
07/02/2024,23:30:12:471,40.000271,-79.999459,1,-91.22,-91.22,0,0,
07/02/2024,23:30:12:597,40.000271,-79.999456,1,-88.29,-88.29,0,0,
07/02/2024,23:30:12:717,40.000271,-79.999454,1,-82.34,-82.34,0,0,
07/02/2024,23:30:12:873,40.000271,-79.999452,1,-95.83,-95.83,0,0,
07/02/2024,23:30:12:973,40.000271,-79.999449,1,-83.02,-83.02,0,0,
07/02/2024,23:30:13:097,40.000271,-79.999447,1,-86.27,-86.27,0,0,
07/02/2024,23:30:13:206,40.000271,-79.999444,1,-84.97,-84.97,0,0,
07/02/2024,23:30:13:329,40.000270,-79.999442,1,-87.92,-87.92,0,0,
07/02/2024,23:30:13:492,40.000270,-79.999440,1,-90.06,-90.06,0,0,
07/02/2024,23:30:13:576,40.000270,-79.999437,1,-98.41,-98.41,0,0,
07/02/2024,23:30:13:700,40.000270,-79.999435,1,-97.08,-97.08,0,0,
07/02/2024,23:30:13:824,40.000270,-79.999432,1,-96.43,-96.43,0,0,
07/02/2024,23:30:13:943,40.000270,-79.999430,1,-105.51,-105.51,0,0,
07/02/2024,23:30:14:066,40.000270,-79.999428,1,-106.65,-106.65,0,0,
07/02/2024,23:30:14:183,40.000270,-79.999425,1,-98.59,-98.59,0,0,
07/02/2024,23:30:14:313,40.000270,-79.999423,1,-100.09,-100.09,0,0,
07/02/2024,23:30:14:439,40.000270,-79.999420,1,-99.06,-99.06,0,0,
07/02/2024,23:30:14:582,40.000270,-79.999418,1,-111.07,-111.07,0,0,
07/02/2024,23:30:14:722,40.000270,-79.999416,1,-110.57,-110.57,0,0,
07/02/2024,23:30:14:803,40.000270,-79.999413,1,-112.22,-112.22,0,0,
07/02/2024,23:30:14:928,40.000270,-79.999411,1,-104.46,-104.46,0,0,
07/02/2024,23:30:15:046,40.000270,-79.999408,1,-104.86,-104.86,0,0,
07/02/2024,23:30:15:169,40.000270,-79.999406,1,-109,-109,0,0,
07/02/2024,23:30:15:286,40.000270,-79.999403,1,-99.55,-99.55,0,0,
07/02/2024,23:30:15:415,40.000270,-79.999401,1,-103.87,-103.87,0,0,
07/02/2024,23:30:15:531,40.000270,-79.999399,1,-96.37,-96.37,0,0,
07/02/2024,23:30:15:657,40.000270,-79.999396,1,-101.53,-101.53,0,0,
07/02/2024,23:30:15:777,40.000270,-79.999394,1,-97.91,-97.91,0,0,
07/02/2024,23:30:15:919,40.000270,-79.999391,1,-111,-111,0,0,
07/02/2024,23:30:16:035,40.000270,-79.999389,1,-104.29,-104.29,0,0,
07/02/2024,23:30:16:347,40.000270,-79.999387,1,-110.96,-110.96,0,0,
07/02/2024,23:30:16:366,40.000270,-79.999384,1,-114.63,-114.63,0,0,
07/02/2024,23:30:16:388,40.000270,-79.999382,1,-113.06,-113.06,0,0,
07/02/2024,23:30:16:510,40.000270,-79.999379,1,-106.59,-106.59,0,0,
07/02/2024,23:30:16:649,40.000270,-79.999377,1,-111.38,-111.38,0,0,
07/02/2024,23:30:16:777,40.000270,-79.999375,1,-110.41,-110.41,0,0,
07/02/2024,23:30:16:879,40.000270,-79.999372,1,-109.73,-109.73,0,0,
07/02/2024,23:30:17:001,40.000270,-79.999370,1,-114.89,-114.89,0,0,
07/02/2024,23:30:17:126,40.000270,-79.999367,1,-119.96,-119.96,0,0,
07/02/2024,23:30:17:250,40.000270,-79.999365,1,-107.94,-107.94,0,0,
07/02/2024,23:30:17:367,40.000270,-79.999363,1,-113.75,-113.75,0,0,
07/02/2024,23:30:17:493,40.000270,-79.999360,1,-114.41,-114.41,0,0,
07/02/2024,23:30:17:616,40.000270,-79.999358,1,-108.42,-108.42,0,0,
07/02/2024,23:30:17:741,40.000270,-79.999355,1,-108.02,-108.02,0,0,
07/02/2024,23:30:17:859,40.000270,-79.999353,1,-108.81,-108.81,0,0,
07/02/2024,23:30:17:988,40.000270,-79.999350,1,-116.82,-116.82,0,0,
07/02/2024,23:30:18:101,40.000270,-79.999348,1,-116.53,-116.53,0,0,
07/02/2024,23:30:18:262,40.000270,-79.999346,1,-111.03,-111.03,0,0,
07/02/2024,23:30:18:346,40.000270,-79.999343,1,-114.26,-114.26,0,0,
07/02/2024,23:30:18:470,40.000270,-79.999341,1,-116.7,-116.7,0,0,
07/02/2024,23:30:18:602,40.000270,-79.999338,1,-110.08,-110.08,0,0,
07/02/2024,23:30:18:719,40.000270,-79.999336,1,-112.68,-112.68,0,0,
07/02/2024,23:30:18:839,40.000270,-79.999334,1,-117.35,-117.35,0,0,
07/02/2024,23:30:18:963,40.000270,-79.999331,1,-113.47,-113.47,0,0,
07/02/2024,23:30:19:084,40.000270,-79.999329,1,-102.26,-102.26,0,0,
07/02/2024,23:30:19:215,40.000270,-79.999326,1,-110.49,-110.49,0,0,
07/02/2024,23:30:19:330,40.000270,-79.999324,1,-109.2,-109.2,0,0,
07/02/2024,23:30:19:450,40.000270,-79.999322,1,-111.64,-111.64,0,0,
07/02/2024,23:30:19:574,40.000270,-79.999319,1,-109.37,-109.37,0,0,
07/02/2024,23:30:19:701,40.000270,-79.999317,1,-109.12,-109.12,0,0,
07/02/2024,23:30:19:826,40.000270,-79.999314,1,-105.37,-105.37,0,0,
07/02/2024,23:30:19:940,40.000270,-79.999312,1,-107.94,-107.94,0,0,
07/02/2024,23:30:20:069,40.000270,-79.999310,1,-113.39,-113.39,0,0,
07/02/2024,23:30:20:186,40.000270,-79.999307,1,-108.48,-108.48,0,0,
07/02/2024,23:30:20:325,40.000270,-79.999305,1,-113.49,-113.49,0,0,
07/02/2024,23:30:20:447,40.000270,-79.999302,1,-108.2,-108.2,0,0,
07/02/2024,23:30:20:564,40.000270,-79.999300,1,-110.4,-110.4,0,0,
07/02/2024,23:30:20:678,40.000269,-79.999297,1,-107.96,-107.96,0,0,
07/02/2024,23:30:20:803,40.000269,-79.999295,1,-107.74,-107.74,0,0,
07/02/2024,23:30:20:919,40.000269,-79.999293,1,-108.02,-108.02,0,0,
07/02/2024,23:30:21:042,40.000269,-79.999290,1,-108.79,-108.79,0,0,
07/02/2024,23:30:21:166,40.000269,-79.999288,1,-108.82,-108.82,0,0,
07/02/2024,23:30:21:289,40.000269,-79.999285,1,-101.55,-101.55,0,0,
07/02/2024,23:30:21:622,40.000269,-79.999283,1,-102.59,-102.59,0,0,
07/02/2024,23:30:21:643,40.000269,-79.999281,1,-100.73,-100.73,0,0,
07/02/2024,23:30:21:661,40.000269,-79.999278,1,-119.26,-119.26,0,0,
07/02/2024,23:30:21:775,40.000269,-79.999276,1,-102.91,-102.91,0,0,
07/02/2024,23:30:21:900,40.000269,-79.999273,1,-110.98,-110.98,0,0,
07/02/2024,23:30:22:023,40.000269,-79.999271,1,-105.41,-105.41,0,0,
07/02/2024,23:30:22:152,40.000269,-79.999269,1,-106.78,-106.78,0,0,
07/02/2024,23:30:22:295,40.000269,-79.999266,1,-118.27,-118.27,0,0,
07/02/2024,23:30:22:411,40.000269,-79.999264,1,-104.48,-104.48,0,0,
07/02/2024,23:30:22:512,40.000269,-79.999261,1,-104.31,-104.31,0,0,
07/02/2024,23:30:22:636,40.000269,-79.999259,1,-110.94,-110.94,0,0,
07/02/2024,23:30:22:759,40.000269,-79.999257,1,-101.86,-101.86,0,0,
07/02/2024,23:30:22:886,40.000269,-79.999254,1,-104.19,-104.19,0,0,
07/02/2024,23:30:23:013,40.000269,-79.999252,1,-100.15,-100.15,0,0,
07/02/2024,23:30:23:127,40.000269,-79.999249,1,-105.37,-105.37,0,0,
07/02/2024,23:30:23:246,40.000269,-79.999247,1,-108.79,-108.79,0,0,
07/02/2024,23:30:23:373,40.000269,-79.999244,1,-105.07,-105.07,0,0,
07/02/2024,23:30:23:492,40.000269,-79.999242,1,-95.57,-95.57,0,0,
07/02/2024,23:30:23:622,40.000269,-79.999240,1,-103.01,-103.01,0,0,
07/02/2024,23:30:23:739,40.000269,-79.999237,1,-112.44,-112.44,0,0,
07/02/2024,23:30:23:866,40.000269,-79.999235,1,-101.73,-101.73,0,0,
07/02/2024,23:30:24:004,40.000269,-79.999232,1,-102.55,-102.55,0,0,
07/02/2024,23:30:24:110,40.000269,-79.999230,1,-97.99,-97.99,0,0,
07/02/2024,23:30:24:225,40.000269,-79.999228,1,-112.95,-112.95,0,0,
07/02/2024,23:30:24:353,40.000269,-79.999225,1,-102.8,-102.8,0,0,
07/02/2024,23:30:24:476,40.000269,-79.999223,1,-112.79,-112.79,0,0,
07/02/2024,23:30:24:599,40.000269,-79.999220,1,-104.18,-104.18,0,0,
07/02/2024,23:30:24:734,40.000269,-79.999218,1,-95.05,-95.05,0,0,
07/02/2024,23:30:24:845,40.000269,-79.999216,1,-91.15,-91.15,0,0,
07/02/2024,23:30:24:967,40.000269,-79.999213,1,-98.63,-98.63,0,0,
07/02/2024,23:30:25:089,40.000269,-79.999211,1,-96.98,-96.98,0,0,
07/02/2024,23:30:25:211,40.000269,-79.999208,1,-90.98,-90.98,0,0,
07/02/2024,23:30:25:334,40.000269,-79.999206,1,-95.24,-95.24,0,0,
07/02/2024,23:30:25:459,40.000269,-79.999204,1,-106.06,-106.06,0,0,
07/02/2024,23:30:25:584,40.000269,-79.999201,1,-99.38,-99.38,0,0,
07/02/2024,23:30:25:696,40.000269,-79.999199,1,-104.87,-104.87,0,0,
07/02/2024,23:30:25:867,40.000269,-79.999196,1,-105.94,-105.94,0,0,
07/02/2024,23:30:25:968,40.000269,-79.999194,1,-107.62,-107.62,0,0,
07/02/2024,23:30:26:093,40.000269,-79.999191,1,-97.95,-97.95,0,0,
07/02/2024,23:30:26:188,40.000269,-79.999189,1,-94.42,-94.42,0,0,
07/02/2024,23:30:26:314,40.000269,-79.999187,1,-103.78,-103.78,0,0,
07/02/2024,23:30:26:429,40.000269,-79.999184,1,-96.54,-96.54,0,0,
07/02/2024,23:30:26:556,40.000269,-79.999182,1,-95.71,-95.71,0,0,
07/02/2024,23:30:26:899,40.000269,-79.999179,1,-104.42,-104.42,0,0,
07/02/2024,23:30:26:919,40.000269,-79.999177,1,-97.13,-97.13,0,0,
07/02/2024,23:30:26:940,40.000269,-79.999175,1,-96.92,-96.92,0,0,
07/02/2024,23:30:27:050,40.000269,-79.999172,1,-97.55,-97.55,0,0,
07/02/2024,23:30:27:169,40.000269,-79.999170,1,-98.81,-98.81,0,0,
07/02/2024,23:30:27:289,40.000269,-79.999167,1,-99.85,-99.85,0,0,
07/02/2024,23:30:27:411,40.000269,-79.999165,1,-103.75,-103.75,0,0,
07/02/2024,23:30:27:565,40.000269,-79.999163,1,-98.58,-98.58,0,0,
07/02/2024,23:30:27:667,40.000269,-79.999160,1,-105.77,-105.77,0,0,
07/02/2024,23:30:27:783,40.000269,-79.999158,1,-93.8,-93.8,0,0,
